City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
303,verkhniy mamon,RU,2022-03-11 06:55:40,50.1635,40.3832,17.74,90,85,13.29
304,comodoro rivadavia,AR,2022-03-11 06:55:07,-45.8667,-67.5,49.86,66,0,8.05
305,egvekinot,RU,2022-03-11 06:55:40,66.3167,-179.1667,9.14,52,0,17.09
306,kurilsk,RU,2022-03-11 06:55:41,45.2333,147.8833,34.83,79,100,4.27
307,domoni,KM,2022-03-11 06:55:41,-12.2569,44.5319,84.54,72,100,10.45
308,ranot,TH,2022-03-11 06:55:41,7.7777,100.3213,83.88,67,24,6.93
309,ridgecrest,US,2022-03-11 06:55:42,35.6225,-117.6709,51.66,10,0,14.97
310,boa vista,BR,2022-03-11 06:55:42,2.8197,-60.6733,78.78,73,0,5.75
311,sao filipe,CV,2022-03-11 06:55:42,14.8961,-24.4956,70.41,71,0,13.04
312,itororo,BR,2022-03-11 06:55:42,-15.1169,-40.0703,68.79,98,93,1.54
313,tura,IN,2022-03-11 06:55:43,25.5198,90.2201,91.08,15,86,6.02
314,port shepstone,ZA,2022-03-11 06:55:43,-30.7414,30.455,77.61,70,0,3.4
315,witu,KE,2022-03-11 06:55:43,-2.3889,40.4382,82.56,51,10,5.77
316,bako,ET,2022-03-11 06:55:44,5.7833,36.5667,83.88,27,57,2.53
317,saurimo,AO,2022-03-11 06:55:44,-9.6608,20.3916,70.74,84,100,2.55
318,tilichiki,RU,2022-03-11 06:55:45,60.4667,166.1,1.83,87,5,8.75
319,komsomolskiy,UZ,2022-03-11 06:55:45,40.4272,71.7189,54.32,66,100,9.22
320,abu samrah,SY,2022-03-11 06:55:45,35.3029,37.1841,42.69,83,100,30.51
321,sur,OM,2022-03-11 06:55:46,22.5667,59.5289,86.97,37,6,5.46
322,almaznyy,RU,2022-03-11 06:55:46,48.0448,40.045,23.94,71,100,14.97
323,inhambane,MZ,2022-03-11 06:55:46,-23.865,35.3833,82.38,65,75,13.0
324,rehoboth,NA,2022-03-11 06:55:15,-23.3167,17.0833,75.27,51,29,10.18
325,torbay,CA,2022-03-11 06:55:47,47.6666,-52.7314,28.76,87,0,18.41
326,adrar,MR,2022-03-11 06:55:47,20.5022,-10.0711,60.55,16,0,11.99
327,zorritos,PE,2022-03-11 06:55:47,-3.6805,-80.6782,78.28,74,100,4.85
328,teshie,GH,2022-03-11 06:55:48,5.5836,-0.1072,81.16,78,40,10.36
329,miraflores,MX,2022-03-11 06:55:48,19.2167,-98.8083,62.02,40,5,4.38
330,bosaso,SO,2022-03-11 06:55:49,11.2842,49.1816,78.78,83,0,11.5
331,kihei,US,2022-03-11 06:55:49,20.785,-156.4656,76.84,85,75,0.85
332,buenos aires,AR,2022-03-11 06:54:48,-34.6132,-58.3772,62.96,82,0,2.3
333,kavaratti,IN,2022-03-11 06:55:49,10.5669,72.642,82.83,70,0,4.32
334,geraldton,AU,2022-03-11 06:55:50,-28.7667,114.6,86.41,51,3,14.97
335,east london,ZA,2022-03-11 06:55:50,-33.0153,27.9116,74.34,88,20,5.75
336,yavaros,MX,2022-03-11 06:55:50,26.7,-109.5167,58.68,65,0,5.66
337,bartoszyce,PL,2022-03-11 06:55:51,54.2535,20.8082,29.16,33,8,6.96
338,shetpe,KZ,2022-03-11 06:55:51,44.1667,52.1167,36.0,89,100,6.71
339,laguna,US,2022-03-11 06:55:51,38.421,-121.4238,50.68,25,0,5.82
340,cody,US,2022-03-11 06:54:38,44.5263,-109.0565,17.82,41,0,8.05
341,qurayyat,SA,2022-03-11 06:55:51,31.3318,37.3428,50.18,46,75,11.5
342,okha,RU,2022-03-11 06:55:52,53.5739,142.9478,20.52,81,25,10.85
343,chirongui,YT,2022-03-11 06:55:52,-12.9319,45.1483,85.93,77,100,11.21
344,rheinau,DE,2022-03-11 06:55:53,48.8667,8.2,42.22,69,73,3.83
345,evensk,RU,2022-03-11 06:55:53,61.95,159.2333,21.27,57,5,15.52
346,tiquicheo,MX,2022-03-11 06:55:53,18.8833,-100.7333,71.55,29,5,2.86
347,ileza,RU,2022-03-11 06:55:53,61.0533,43.9002,18.54,89,37,9.48
348,port hawkesbury,CA,2022-03-11 06:55:54,45.6169,-61.3485,34.72,84,0,8.05
349,tela,HN,2022-03-11 06:55:54,15.7833,-87.45,73.76,92,20,3.76
350,hervey bay,AU,2022-03-11 06:55:55,-25.2986,152.8535,80.02,78,43,5.99
351,qasigiannguit,GL,2022-03-11 06:55:55,68.8193,-51.1922,-17.93,93,85,5.95
352,pacific grove,US,2022-03-11 06:55:55,36.6177,-121.9166,49.55,86,0,1.01
353,genhe,CN,2022-03-11 06:55:56,50.7833,121.5167,25.63,48,6,10.33
354,huesca,ES,2022-03-11 06:55:56,42.1362,-0.4087,52.11,83,75,9.22
355,the valley,AI,2022-03-11 06:55:56,18.217,-63.0578,77.09,68,0,25.21
356,mecca,SA,2022-03-11 06:51:56,21.4267,39.8261,77.9,48,99,9.17
357,acari,PE,2022-03-11 06:55:57,-15.4311,-74.6158,73.24,80,100,1.54
358,cotonou,BJ,2022-03-11 06:51:16,6.3654,2.4183,83.21,76,97,9.31
359,pangody,RU,2022-03-11 06:55:57,65.85,74.4859,-1.5,93,37,8.52
360,san carlos de bariloche,AR,2022-03-11 06:55:58,-41.1456,-71.3082,44.35,76,0,6.91
361,baruun-urt,MN,2022-03-11 06:55:58,46.6806,113.2792,44.38,27,80,13.22
362,suez,EG,2022-03-11 06:53:03,29.9737,32.5263,54.1,57,83,15.26
363,gamboma,CG,2022-03-11 06:55:59,-1.8764,15.8644,71.19,92,100,5.46
364,saravan,AM,2022-03-11 06:55:59,39.7196,45.6483,34.79,88,93,3.06
365,roma,US,2022-03-11 06:55:59,43.2128,-75.4557,30.72,91,100,1.63
366,poronaysk,RU,2022-03-11 06:56:00,49.2167,143.1167,31.55,99,100,4.47
367,ruteng,ID,2022-03-11 06:56:00,-8.6136,120.4721,73.94,73,97,1.59
368,chicama,PE,2022-03-11 06:56:00,-7.8447,-79.1469,66.74,77,98,3.31
369,chalisgaon,IN,2022-03-11 06:56:01,20.4667,75.0167,91.72,23,0,4.88
370,leona vicario,MX,2022-03-11 06:56:01,20.9667,-87.1917,77.99,87,6,5.19
371,ucluelet,CA,2022-03-11 06:56:01,48.9329,-125.5528,40.08,88,100,3.87
372,la rioja,ES,2022-03-11 06:56:02,42.25,-2.5,40.78,88,100,6.42
373,timmins,CA,2022-03-11 06:56:02,48.4669,-81.3331,6.62,66,100,4.61
374,springhill,US,2022-03-11 06:53:11,33.006,-93.4668,44.49,90,0,3.98
375,port lincoln,AU,2022-03-11 06:52:55,-34.7333,135.8667,70.0,53,16,12.66
376,umm lajj,SA,2022-03-11 06:56:03,25.0213,37.2685,68.79,45,95,18.97
377,beira,MZ,2022-03-11 06:56:03,-19.8436,34.8389,80.69,83,40,11.99
378,black river,JM,2022-03-11 06:56:03,18.0264,-77.8487,73.42,86,0,4.63
379,mnogovershinnyy,RU,2022-03-11 06:56:04,53.9353,139.9242,16.36,92,100,9.62
380,longyearbyen,SJ,2022-03-11 06:56:04,78.2186,15.6401,19.24,68,40,16.11
381,zhigansk,RU,2022-03-11 06:56:04,66.7697,123.3711,-6.54,92,98,6.46
382,tam ky,VN,2022-03-11 06:51:55,15.5667,108.4833,78.62,69,21,7.58
383,ajaccio,FR,2022-03-11 06:56:05,42.0,8.9167,39.25,81,0,8.05
384,suwalki,PL,2022-03-11 06:52:43,54.1118,22.9309,25.25,49,0,3.74
385,portland,US,2022-03-11 06:55:32,45.5234,-122.6762,43.61,68,92,3.0
386,kenai,US,2022-03-11 06:54:42,60.5544,-151.2583,35.02,95,100,6.91
387,kalabo,ZM,2022-03-11 06:56:05,-14.97,22.6814,70.23,86,91,6.22
388,saint anthony,US,2022-03-11 06:56:06,45.0205,-93.218,22.87,57,40,12.66
389,gao,ML,2022-03-11 06:56:06,16.6362,1.637,71.28,22,7,17.13
390,balkanabat,TM,2022-03-11 06:56:07,39.5108,54.3671,50.4,77,100,0.87
391,tromso,NO,2022-03-11 06:55:43,69.6496,18.957,37.42,87,75,11.5
392,alcantara,BR,2022-03-11 06:56:07,-2.4089,-44.4147,89.8,97,100,4.54
393,oulu,FI,2022-03-11 06:56:07,65.0124,25.4682,32.11,92,0,9.22
394,grand-santi,GF,2022-03-11 06:56:08,4.25,-54.3833,70.11,100,83,2.06
395,nioro,GM,2022-03-11 06:56:08,13.35,-15.75,72.57,17,89,6.06
396,islamkot,PK,2022-03-11 06:56:08,24.6997,70.177,95.25,14,0,7.27
397,humaita,BR,2022-03-11 06:56:09,-7.5061,-63.0208,71.8,99,72,2.13
398,pisco,PE,2022-03-11 06:56:09,-13.7,-76.2167,69.85,78,100,3.44
399,bairiki,KI,2022-03-11 06:56:10,1.3292,172.9752,80.6,89,75,8.05
400,tessalit,ML,2022-03-11 06:56:10,20.1986,1.0114,69.39,23,0,9.62
401,saint-pierre,RE,2022-03-11 06:56:10,-21.3393,55.4781,87.48,68,0,23.02
402,fukue,JP,2022-03-11 06:56:11,32.6881,128.8419,62.96,77,75,10.36
403,jurado,CO,2022-03-11 06:56:11,7.1053,-77.7641,73.89,91,7,4.23
404,acapulco,MX,2022-03-11 06:52:05,16.8634,-99.8901,74.01,73,0,3.87
405,gidam,IN,2022-03-11 06:56:11,18.9833,81.4,97.68,14,0,3.65
406,mamallapuram,IN,2022-03-11 06:56:11,12.6264,80.1722,91.45,52,9,11.54
407,jinxi,CN,2022-03-11 06:56:12,30.4323,116.2922,78.75,43,0,6.91
408,erenhot,CN,2022-03-11 06:56:12,43.6475,111.9767,49.78,22,100,19.75
409,nouakchott,MR,2022-03-11 06:56:12,18.0858,-15.9785,67.91,27,0,13.44
410,lodwar,KE,2022-03-11 06:56:13,3.1191,35.5973,91.4,29,98,21.61
411,halifax,CA,2022-03-11 06:56:13,44.6453,-63.5724,33.8,93,100,5.01
412,mount gambier,AU,2022-03-11 06:56:13,-37.8333,140.7667,67.91,42,83,14.97
413,gondanglegi,ID,2022-03-11 06:56:14,-7.7479,112.0132,86.59,72,100,8.77
414,nova vicosa,BR,2022-03-11 06:56:14,-17.8919,-39.3719,76.15,84,100,2.3
415,gat,IL,2022-03-11 06:52:04,31.61,34.7642,51.08,100,100,23.17
416,camacha,PT,2022-03-11 06:56:14,33.0833,-16.3333,60.22,88,40,12.66
417,yambio,SS,2022-03-11 06:56:14,4.5721,28.3955,84.33,52,100,5.77
418,itoman,JP,2022-03-11 06:56:15,26.1247,127.6694,71.62,56,75,11.5
419,hirara,JP,2022-03-11 06:56:15,24.8,125.2833,75.06,56,20,12.66
420,guacara,VE,2022-03-11 06:56:16,10.2261,-67.877,70.83,94,82,3.67
421,pemberton,CA,2022-03-11 06:56:16,50.3164,-122.8027,26.37,96,100,2.89
422,ketchikan,US,2022-03-11 06:55:52,55.3422,-131.6461,40.98,99,100,5.46
423,terrace,CA,2022-03-11 06:56:16,54.5163,-128.6035,35.51,100,100,6.91
424,camana,PE,2022-03-11 06:56:17,-16.6228,-72.7111,72.09,84,100,4.68
425,xining,CN,2022-03-11 06:56:17,36.6167,101.7667,56.43,22,100,2.86
426,kiunga,PG,2022-03-11 06:56:17,-6.1219,141.2906,83.8,72,100,4.32
427,nurlat,RU,2022-03-11 06:56:18,54.4277,50.8051,10.85,90,71,10.16
428,stornoway,GB,2022-03-11 06:56:18,58.2093,-6.3865,44.56,70,20,10.36
429,buala,SB,2022-03-11 06:56:19,-8.145,159.5921,81.52,80,100,2.13
430,lloret de mar,ES,2022-03-11 06:56:19,41.6999,2.8457,54.14,85,86,7.4
431,boguchany,RU,2022-03-11 06:54:00,58.3814,97.4531,7.75,76,100,4.72
432,dunedin,NZ,2022-03-11 06:54:12,-45.8742,170.5036,67.8,63,100,3.0
433,kloulklubed,PW,2022-03-11 06:56:19,7.0419,134.2556,79.3,73,100,10.94
434,tanza,PH,2022-03-11 06:56:20,14.6753,120.9389,91.45,67,67,1.01
435,kahului,US,2022-03-11 06:56:20,20.8947,-156.47,76.84,85,47,4.0
436,goderich,CA,2022-03-11 06:56:20,43.7501,-81.7165,27.91,80,100,2.3
437,mareeba,AU,2022-03-11 06:56:21,-17.0,145.4333,86.67,87,100,6.15
438,formosa do rio preto,BR,2022-03-11 06:56:21,-11.0483,-45.1931,68.4,97,54,1.21
439,kamiiso,JP,2022-03-11 06:56:22,41.8167,140.65,48.58,71,75,10.36
440,yerbogachen,RU,2022-03-11 06:56:22,61.2767,108.0108,3.72,85,100,9.98
441,ustikolina,BA,2022-03-11 06:56:22,43.5836,18.79,22.57,75,15,0.85
442,mount isa,AU,2022-03-11 06:56:23,-20.7333,139.5,101.97,14,14,10.36
443,la paz,BO,2022-03-11 06:56:23,-16.5,-68.15,46.38,93,100,9.22
444,rawson,AR,2022-03-11 06:56:24,-43.3002,-65.1023,55.31,68,46,7.63
445,sarkand,KZ,2022-03-11 06:56:24,45.41,79.9186,43.57,73,100,6.4
446,kirakira,SB,2022-03-11 06:56:24,-10.4544,161.9205,81.5,79,100,2.13
447,naifaru,MV,2022-03-11 06:56:25,5.4444,73.3657,82.54,72,7,5.57
448,cheney,US,2022-03-11 06:55:57,47.4874,-117.5758,30.52,59,75,4.61
449,bayir,TR,2022-03-11 06:56:25,37.2687,28.2167,34.32,67,22,12.75
450,basco,PH,2022-03-11 06:56:25,20.4487,121.9702,72.99,90,100,17.98
451,jalu,LY,2022-03-11 06:56:26,29.0331,21.5482,51.21,48,33,6.26
452,ulaanbaatar,MN,2022-03-11 06:54:21,47.9077,106.8832,39.33,22,75,17.9
453,matamoros,MX,2022-03-11 06:56:26,25.5333,-103.25,60.87,12,16,5.1
454,alofi,NU,2022-03-11 06:56:26,-19.0595,-169.9187,76.89,94,87,3.44
455,ariguani,CO,2022-03-11 06:56:27,10.25,-74.0,75.22,84,60,1.77
456,ballina,AU,2022-03-11 06:56:27,-28.8667,153.5667,71.56,85,100,11.5
457,isangel,VU,2022-03-11 06:56:27,-19.55,169.2667,84.31,70,27,3.44
458,san pedro,PH,2022-03-11 06:56:28,14.35,121.0167,90.63,59,75,8.05
459,kamina,CD,2022-03-11 06:56:28,-8.7386,24.9906,71.74,85,100,4.9
460,dunmore town,BS,2022-03-11 06:56:28,25.5,-76.65,75.67,85,4,11.72
461,de aar,ZA,2022-03-11 06:56:29,-30.6497,24.0123,74.98,53,0,8.05
462,bonga,ET,2022-03-11 06:56:29,7.2833,36.2333,77.83,42,100,0.72
463,daru,PG,2022-03-11 06:56:30,-9.0763,143.2092,82.83,81,100,4.7
464,shaki,AZ,2022-03-11 06:56:30,41.0833,47.1667,39.69,92,100,9.46
465,punta alta,AR,2022-03-11 06:56:30,-38.8759,-62.0736,59.65,67,5,10.94
466,kupang,ID,2022-03-11 06:56:31,-10.1667,123.5833,83.91,76,16,3.49
467,monte patria,CL,2022-03-11 06:56:31,-30.6919,-70.9467,67.6,53,0,1.97
468,honiara,SB,2022-03-11 06:52:21,-9.4333,159.95,80.58,84,100,1.28
469,kidal,ML,2022-03-11 06:56:31,18.4411,1.4078,69.57,23,0,16.04
470,raxaul,IN,2022-03-11 06:56:32,26.9833,84.85,90.27,16,0,8.72
471,barahona,DO,2022-03-11 06:56:32,18.2085,-71.1008,74.17,84,1,0.94
472,nome,US,2022-03-11 06:56:32,64.5011,-165.4064,21.16,68,0,18.23
473,unity,CA,2022-03-11 06:56:33,52.4501,-109.1682,-14.75,100,74,6.08
474,aykhal,RU,2022-03-11 06:56:33,66.0,111.5,4.35,89,100,4.99
475,ler,SS,2022-03-11 06:56:34,8.3018,30.1418,97.34,10,50,12.73
476,kasane,BW,2022-03-11 06:56:34,-17.8167,25.15,71.69,100,40,6.91
477,teguldet,RU,2022-03-11 06:56:34,57.3064,88.1667,5.22,77,100,4.99
478,brokopondo,SR,2022-03-11 06:56:34,4.75,-55.1667,74.03,93,100,6.51
479,synya,RU,2022-03-11 06:56:35,65.3718,58.0387,8.33,87,100,16.24
480,kiruna,SE,2022-03-11 06:56:35,67.8557,20.2251,29.32,74,100,10.36
481,sabang,ID,2022-03-11 06:56:35,5.8933,95.3214,82.04,71,91,4.21
482,kamenka,RU,2022-03-11 06:56:36,51.3223,42.7678,12.29,90,100,13.06
483,marfino,RU,2022-03-11 06:56:36,55.7028,37.3822,20.95,54,0,4.47
484,laramie,US,2022-03-11 06:56:36,41.3114,-105.5911,3.52,80,50,5.01
485,saint-joseph,RE,2022-03-11 06:56:37,-21.3667,55.6167,86.38,75,18,11.56
486,nicolas bravo,MX,2022-03-11 06:56:37,18.45,-88.9167,70.5,99,45,2.28
487,svetlyy,RU,2022-03-11 06:56:38,54.675,20.1347,31.96,37,21,7.63
488,port blair,IN,2022-03-11 06:56:38,11.6667,92.75,89.64,62,40,6.91
489,mackay,AU,2022-03-11 06:56:38,-21.15,149.2,85.98,70,40,13.8
490,presidencia roque saenz pena,AR,2022-03-11 06:56:39,-26.7852,-60.4388,65.91,97,100,7.4
491,brigantine,US,2022-03-11 06:56:39,39.4101,-74.3646,39.0,92,6,3.02
492,cayenne,GF,2022-03-11 06:56:40,4.9333,-52.3333,81.09,55,75,4.0
493,charters towers,AU,2022-03-11 06:56:40,-20.1,146.2667,82.67,69,53,5.75
494,lodja,CD,2022-03-11 06:56:41,-3.4833,23.4333,76.21,86,100,1.23
495,chumikan,RU,2022-03-11 06:56:41,54.7183,135.315,19.15,94,100,14.94
496,kutum,SD,2022-03-11 06:56:41,14.2,24.6667,66.33,26,11,16.87
497,aksu,CN,2022-03-11 06:56:41,41.1231,80.2644,59.23,22,80,0.58
498,gazojak,TM,2022-03-11 06:56:42,41.1875,61.4036,59.43,52,100,3.67
499,kargasok,RU,2022-03-11 06:56:42,59.0556,80.8572,1.06,89,99,7.4
500,tutoia,BR,2022-03-11 06:56:43,-2.7619,-42.2744,74.77,94,100,6.55
501,ryotsu,JP,2022-03-11 06:56:43,38.0833,138.4333,52.95,59,100,9.69
502,santiago del estero,AR,2022-03-11 06:56:01,-27.7951,-64.2615,65.66,86,85,5.08
503,belaya gora,RU,2022-03-11 06:56:43,68.5333,146.4167,-5.33,95,100,1.57
504,orahovac,XK,2022-03-11 06:56:44,42.3994,20.6547,28.26,56,9,5.19
505,ulladulla,AU,2022-03-11 06:56:44,-35.35,150.4667,72.5,70,35,6.11
506,rancho palos verdes,US,2022-03-11 06:54:45,33.7445,-118.387,61.32,69,0,4.0
507,sinnamary,GF,2022-03-11 06:56:44,5.3833,-52.95,76.32,88,100,8.66
508,calama,CL,2022-03-11 06:54:07,-22.4667,-68.9333,53.2,61,8,2.55
509,muyezerskiy,RU,2022-03-11 06:56:45,63.9333,31.65,32.77,94,100,9.53
510,lubon,PL,2022-03-11 06:56:45,52.3471,16.8927,29.57,57,0,13.8
511,padang,ID,2022-03-11 06:56:45,-0.9492,100.3543,86.05,72,43,6.13
512,shelburne,CA,2022-03-11 06:52:24,44.0787,-80.2041,24.24,83,100,3.2
513,seoul,KR,2022-03-11 06:56:46,37.5683,126.9778,65.59,46,40,3.44
514,broken hill,AU,2022-03-11 06:56:46,-31.95,141.4333,80.31,19,97,14.97
515,hovd,MN,2022-03-11 06:56:46,48.0056,91.6419,36.34,50,5,3.02
516,hay river,CA,2022-03-11 06:56:47,60.8156,-115.7999,-11.24,70,20,2.3
517,smidovich,RU,2022-03-11 06:56:47,48.6,133.8167,30.72,88,98,10.71
518,asau,RO,2022-03-11 06:56:48,46.4333,26.4,20.32,63,26,10.16
519,bogotol,RU,2022-03-11 06:56:48,56.2078,89.5342,1.96,84,100,5.26
520,northam,GB,2022-03-11 06:56:48,51.0333,-4.2167,48.61,87,100,23.85
521,burnie,AU,2022-03-11 06:56:49,-41.0667,145.9167,64.53,57,99,5.21
522,aviles,ES,2022-03-11 06:56:49,43.5547,-5.9248,52.77,68,20,6.91
523,berdsk,RU,2022-03-11 06:56:49,54.7551,83.0967,4.6,76,26,9.46
524,lewiston,US,2022-03-11 06:56:50,44.1003,-70.2148,34.36,85,100,3.56
525,odweyne,SO,2022-03-11 06:56:50,9.4092,45.064,76.77,32,100,8.55
526,solwezi,ZM,2022-03-11 06:56:51,-12.1688,26.3894,66.83,90,100,5.41
527,balabac,PH,2022-03-11 06:56:51,7.9868,117.0645,83.82,73,64,5.23
528,aripuana,BR,2022-03-11 06:55:05,-9.1667,-60.6333,70.72,99,97,1.41
529,warwick,US,2022-03-11 06:56:51,41.7001,-71.4162,36.88,91,0,3.44
530,minnedosa,CA,2022-03-11 06:56:52,50.2453,-99.8436,-5.24,86,82,20.29
531,mao,ES,2022-03-11 06:56:52,39.8885,4.2658,50.56,87,20,5.75
532,bonoua,CI,2022-03-11 06:56:52,5.2741,-3.595,80.22,91,19,3.15
533,yulara,AU,2022-03-11 06:56:53,-25.2406,130.9889,93.04,10,0,10.36
534,byron bay,AU,2022-03-11 06:56:54,-28.65,153.6167,71.49,84,99,8.21
535,scarborough,GB,2022-03-11 06:56:54,54.2797,-0.4044,46.33,81,15,7.0
536,yatou,CN,2022-03-11 06:56:55,37.15,122.3833,51.73,72,16,11.34
537,goure,NE,2022-03-11 06:56:55,13.9835,10.2704,76.01,27,11,15.41
538,vostok,RU,2022-03-11 06:56:55,46.4856,135.8833,28.89,84,100,9.1
539,stykkisholmur,IS,2022-03-11 06:56:56,65.0757,-22.7297,37.31,96,100,11.27
540,korla,CN,2022-03-11 06:56:56,41.7597,86.1469,60.48,20,7,5.84
541,yasnyy,RU,2022-03-11 06:56:56,51.0333,59.8742,12.22,91,100,20.96
542,kysyl-syr,RU,2022-03-11 06:56:57,63.8986,122.7617,6.84,90,100,2.13
543,sistranda,NO,2022-03-11 06:56:57,63.7256,8.834,42.76,67,5,8.97
544,ilembula,TZ,2022-03-11 06:56:57,-8.9,34.5833,70.88,75,99,3.36
545,juegang,CN,2022-03-11 06:56:58,32.3174,121.1855,61.79,68,23,9.46
546,buchanan,LR,2022-03-11 06:56:58,5.8808,-10.0467,77.83,93,88,3.6
547,terney,RU,2022-03-11 06:56:59,45.0503,136.6092,41.49,63,41,9.98
548,loandjili,CG,2022-03-11 06:56:59,-4.7561,11.8578,78.91,94,20,5.75
549,kautokeino,NO,2022-03-11 06:56:59,69.0125,23.0412,29.37,83,100,9.35
